facility,id,lat,lon,year,month,cases,population,time
Kachere_Clinic,YdzniMkRxYE,-14.005039,33.817265,2025,1,189.0,120.28397369384766,2025-01
Kachere_Health_Centre,veqbrdZo1K1,-12.00327,34.04961,2025,1,628.0,9.422574996948242,2025-01
Kadango_Dispensary,IRP5VaILlSr,-14.06223,35.18629,2025,1,269.0,30.028711318969727,2025-01
Kadidi_Health_Centre,cLY2A4m8Jn0,-15.66083,35.02212,2025,1,1579.0,24.30253791809082,2025-01
Kafele_Health_Centre,LGvOkReAslr,-14.43168,33.71746,2025,1,2319.0,23.633525848388672,2025-01
Kafukule_Health_Centre,U0T5lPrgVEY,-11.4575,33.63395,2025,1,825.0,13.895796775817871,2025-01
Kaigwazanga_Health_Centre,fELrRZgvyHN,-13.626766,32.928289,2025,1,3833.0,7.717536926269531,2025-01
Kakoma_Health_Centre,sYY0PQEhVU1,-16.09819,34.62398,2025,1,501.0,14.28457260131836,2025-01
Kakwale_Health_Centre,fhlpdEEnGrQ,-12.489228,33.571168,2025,1,2944.0,4.533322811126709,2025-01
Kalemba_Health_Centre,OyDhmxtA7nb,-16.57572,35.11207,2025,1,85.0,26.496234893798828,2025-01
Kalembo_Health_Centre,KNQ4RzNnZ6v,-14.84268,35.17081,2025,1,409.0,65.25769805908203,2025-01
Kalikumbi_Health_Centre,ZROS5WSviIN,-12.2038,33.33352,2025,1,197.0,7.088004112243652,2025-01
Kalinde_Health_Centre,uzaw4ubBdwd,-15.67187,35.72838,2025,1,268.0,25.025419235229492,2025-01
Kalulu_Clinic_(Illovo_Private),sXL607jX6A9,-16.24144,34.91164,2025,1,11.0,9.00280475616455,2025-01
Kalulu_Health_Centre,a8NnsOmXWK7,-13.99695,34.19753,2025,1,1457.0,20.152629852294922,2025-01
Kaluluma_Rural_Hospital,BOEaJ4eqVC9,-12.57759,33.51859,2025,1,3436.0,10.127156257629395,2025-01
Kambenje_Health_Centre,UzxhcPn4QZG,-15.85308,35.56394,2025,1,1544.0,32.98647689819336,2025-01
Kamboni_Health_Centre,cez54P9k6OJ,-13.30759,33.18189,2025,1,1422.0,13.18437671661377,2025-01
Kameme_Health_Centre,gil9su99LXX,-9.54425,33.13134,2025,1,330.0,14.273039817810059,2025-01
Kampanje_Maternity,AzbGHKq4K1A,-14.59947,34.58684,2025,1,142.0,18.9045467376709,2025-01
Kamsonga_Health_Centre,m9IaQF4jaPL,-13.27411,33.79949,2025,1,5055.0,19.320682525634766,2025-01
Kamteteka_Health_Centre,QM6V7PDrfLM,-11.83649,33.35892,2025,1,1499.0,5.656250953674316,2025-01
Kamuzu_Barracks_Dispensary,P6q5ZIrXGAM,-13.98131,33.82105,2025,1,116.0,29.40653419494629,2025-01
Kamwe_Health_Centre,ncumVqRrCMN,-11.10265,33.78911,2025,1,355.0,9.401323318481445,2025-01
Kande_Health_Centre,zA0iPC953jV,-11.93641,34.10944,2025,1,1285.0,25.968870162963867,2025-01
Kandeu_Health_Centre,QIjZYskL19K,-14.60262,34.61621,2025,1,1352.0,26.27298355102539,2025-01
Kang'oma_Health_Centre,o1ZjuUmv5aQ,-13.97817,33.88219,2025,1,2659.0,25.619659423828125,2025-01
Kangolwa_Health_Centre,OZNe80Ws0on,-13.37046,34.07048,2025,1,2727.0,22.569034576416016,2025-01
Kanjedza_Police__Clinic,Phf46V2Gghq,-15.815721,35.048525,2025,1,25.0,68.16411590576172,2025-01
Kankao_Health_Centre,HmTVrgdnucu,-15.05425,34.92264,2025,1,331.0,41.389259338378906,2025-01
Kanyama_Health_Centre,UwBTf92fAib,-14.24015,34.32356,2025,1,168.0,34.65072250366211,2025-01
Kanyerere_Health_Centre,wczXmln9Mz9,-10.76924,33.55751,2025,1,345.0,5.4286041259765625,2025-01
Kanyezi_Health_Centre,U6sLs3tOzpC,-14.31391,33.95303,2025,1,1924.0,17.047941207885742,2025-01
Kaongozi_Dispensary,eK4PmFIrpY5,-12.43665,34.04998,2025,1,1537.0,12.63516902923584,2025-01
Kapanga_Health_Centre,H2ErYfEdioK,-14.059995,33.306308,2025,1,2336.0,24.266050338745117,2025-01
Kapelula_Health_Centre,dy2GeuSwyIq,-12.87767,33.87086,2025,1,5083.0,12.426109313964844,2025-01
Kapenda_Health_Centre,NItIjAcYO8y,-9.49394,33.24911,2025,1,45.0,9.999004364013672,2025-01
Kapeni_Health_Centre,D9w3urb7GKR,-15.00511,34.77059,2025,1,755.0,12.990774154663086,2025-01
Kaphatenga_Health_Centre,yM9bkHicOua,-13.76222,34.38418,2025,1,163.0,27.995328903198242,2025-01
Kaphuka_Health_Centre,wGMlG6WZZ4q,-14.16013,34.19001,2025,1,1227.0,26.55433464050293,2025-01
Kapire_Health_Centre,bOzeauFIWQA,-14.78576,34.99945,2025,1,483.0,30.893810272216797,2025-01
Kapiri_Health_Centre_(Nkhotakota),sQnNX5Nbvu7,-13.21616,34.31136,2025,1,166.0,21.003093719482422,2025-01
Kapiri_Mission_Hospital,ekYnKIXnPPj,-13.56214,33.17383,2025,1,1399.0,43.05453109741211,2025-01
Kaporo_Rural_Hospital,mqNSnMB7fgW,-9.76756,33.87466,2025,1,2075.0,38.91385269165039,2025-01
Kapyanga_Health_Centre,D7QhLNJChdq,-12.82425,33.787522,2025,1,1742.0,12.755474090576172,2025-01
Karonga_District_Hospital,tjHJZDgKu6q,-9.95545,33.91113,2025,1,955.0,25.151840209960938,2025-01
Kasalika_Dispensary,TrYObnlA8UT,-13.03985,33.49866,2025,1,1265.0,57.65412902832031,2025-01
Kasembereka_Health_Centre,nWuBchw9R6C,-16.12131,35.09902,2025,1,70.0,9.86767292022705,2025-01
Kasese_Health_centre,JX6hyvnBrlF,-13.33338,33.57629,2025,1,2021.0,21.176179885864258,2025-01
Kaseye_Mission_Hospital,mTqGek9GBbM,-9.66644,33.37361,2025,1,220.0,14.441025733947754,2025-01
Kasina_Health_Centre,PCWfXe1C9hK,-14.143,34.13183,2025,1,822.0,37.30486297607422,2025-01
Kasinje_Health_Centre,kW3Ro43YXwB,-14.52315,34.67642,2025,1,803.0,27.992860794067383,2025-01
Kasitu_Dispensary,qX2CrzT4TL1,-12.30938,34.0343,2025,1,199.0,9.653996467590332,2025-01
Kasoba_Health_Centre,VDMYQuQPz2N,-9.87355,33.86972,2025,1,895.0,8.763101577758789,2025-01
Kasungu_District_Hospital,wNoaGHOI6Zl,-13.03579,33.48041,2025,1,3365.0,32.43065643310547,2025-01
Katawa_Health_Centre,vvgvKSNrelJ,-13.71314,34.31801,2025,1,184.0,11.468254089355469,2025-01
Katchale_Health_Centre,SUO29yrjbH4,-14.2836,33.90782,2025,1,3461.0,43.555389404296875,2025-01
Katema_Health_Centre,gNaXoVYpN1v,-14.52563,35.03761,2025,1,589.0,48.26205825805664,2025-01
Katete_Community_Hospital,YABJoiuXQMB,-12.34592,33.61421,2025,1,1052.0,39.70901870727539,2025-01
Katimbira_Health_Centre,Fz0tDlXVsn3,-12.75694,34.21737,2025,1,224.0,14.657554626464844,2025-01
Katowo_Rural_Hospital,TgIZdG9r95r,-10.81278,33.52222,2025,1,1970.0,29.9761962890625,2025-01
Katsekera_Health_Centre,Mby0tOuLfvm,-15.03336,34.64072,2025,1,145.0,22.44036293029785,2025-01
Katuli_Health_Centre,fA8higAcbmz,-14.17962,35.44476,2025,1,1200.0,89.218994140625,2025-01
Kaundu_Health_Centre,H0sBidyA6PK,-14.29368,34.62839,2025,1,133.0,29.980093002319336,2025-01
Kavuzi_Cumnock,vCIQ1SbW5X4,-11.67441,34.08166,2025,1,410.0,2.808784008026123,2025-01
Kavuzi_Health_Centre,g7LNUVG1pQA,-11.93641,34.08166,2025,1,788.0,0.0029490001033991575,2025-01
Kawalazi_Plantation_Clinic,UT6ad8gmKjC,-11.64406,34.10983,2025,1,850.0,4.957492828369141,2025-01
Kawale_Urban_Health_Centre,d1WQftQ87x3,-13.99175,33.79757,2025,1,352.0,102.91547393798828,2025-01
Kawamba_Health_Centre,flfOvLzldtj,-13.29575,33.3393,2025,1,1807.0,27.96552848815918,2025-01
Kaweche_Health_Centre,BRvHol84T4Q,-11.340424,33.866056,2025,1,2137.0,14.379521369934082,2025-01
Kawinga_Dispensary,ozdBwLyST0J,-14.85468,35.57198,2025,1,1183.0,27.082517623901367,2025-01
Kayelekera_Health_Centre,gUUDKKk5DPr,-9.967577,33.684333,2025,1,826.0,12.917865753173828,2025-01
Kayembe_Health_Centre,HYqblaD619d,-13.64256,33.58301,2025,1,1295.0,25.05532455444336,2025-01
Kazyozyo_Health_Centre,q4bVkSStlsm,-13.575413,32.863752,2025,1,2253.0,13.747918128967285,2025-01
Khanda_Health_Centre,Bg5ydja7hGX,-15.381515,35.5116866,2025,1,558.0,8.140192985534668,2025-01
Khola_Health_Centre,PYQecgNXvAc,-13.34447,33.31649,2025,1,1092.0,8.964860916137695,2025-01
Khombedza_Health_Centre,XcRAuC6ZPi0,-13.59695,34.31111,2025,1,1103.0,17.445886611938477,2025-01
Khondowe_Health_Centre,OxWyNMOFrbv,-11.07281,34.21939,2025,1,151.0,2.743267059326172,2025-01
Khongoni_Health_Centre,W8j3MAkrJe4,-13.77451,33.36761,2025,1,3632.0,18.815654754638672,2025-01
Khonjeni_Health_Centre,UkXVvwCLQgO,-16.09692,35.27129,2025,1,2655.0,26.316362380981445,2025-01
Khosolo_Health_Centre,GVweqBeEYdR,-12.4402,33.79133,2025,1,2830.0,10.713671684265137,2025-01
Khungulu_Health_Centre,OJZfqWtdA8O,-13.2512161,34.3015278,2025,1,2622.0,0.003129000077024102,2025-01
Khuwi_Health_Centre,RgHJHBTtszj,-13.43192,33.83367,2025,1,4009.0,31.47345542907715,2025-01
Khuyukuyu_Health_Centre,q0KYGiBsenN,-11.22183,33.91461,2025,1,1327.0,7.994492053985596,2025-01
Koche_Community_Hospital,O65d1uI6NGP,-14.33343,35.14335,2025,1,74.0,48.0752067565918,2025-01
Kochilira_Rural_Hospital,sxgy4P0oUli,-13.78239,33.04385,2025,1,5168.0,23.484052658081055,2025-01
Kukalanga_Health_Centre,QOSmQ9gyzBp,-14.63744,35.18031,2025,1,319.0,38.438106536865234,2025-01
Kunenekude_Health_Centre,tB6qZOxpIwC,-15.46467,34.49142,2025,1,3133.0,11.993660926818848,2025-01
Kwitanda_Health_Centre,Z8EORvXbL8x,-15.06495,35.093,2025,1,205.0,13.113555908203125,2025-01
Lakeview_Health_Centre,s0oVNR4X97p,-14.64251,34.55371,2025,1,40.0,26.678396224975586,2025-01
Lambulira_Health_Centre,fDKWlLdMpdy,-15.4841,35.337,2025,1,2564.0,9.912038803100586,2025-01
Lemwe_Health_Centre,HRNjqusGvXx,-13.88525,33.34328,2025,1,3143.0,22.261276245117188,2025-01
Lengwe_Clinic_(Illovo_Private),bvTUezQA0ui,-16.20038,34.7997,2025,1,33.0,14.622941017150879,2025-01
Lifeline_Health_Centre,IxcEPNvhmZx,-14.09219,34.54437,2025,1,248.0,22.17804718017578,2025-01
Lifuwu_Health_Centre,BFn8OYQ5lyA,-13.67915,34.58878,2025,1,578.0,18.15567970275879,2025-01
Ligowe_Dispensary,gA0WGnhCnYt,-15.47368,34.65182,2025,1,1678.0,15.702960968017578,2025-01
Likangala_Health_Centre,LBeMMNRQSoU,-15.42787,35.54461,2025,1,840.0,18.60344123840332,2025-01
Likuni_Mission_Hospital,JquLSZgkHQ8,-14.02683,33.70886,2025,1,1036.0,51.908485412597656,2025-01
Lilongwe_City_Assembly_Chinsapo_,m6bNWBsRDsi,-14.01331,33.73171,2025,1,593.0,169.880615234375,2025-01
Limbe_Health_Centre,KVxcc4baK2p,-15.816967,35.051775,2025,1,283.0,13.19922161102295,2025-01
Linyangwa_Health_Centre,z9yDHU0ZYQd,-13.14379,33.3005,2025,1,1487.0,9.270501136779785,2025-01
Lirangwe_Health_Centre,ZUMSlT5ZDCE,-15.529384,35.029841,2025,1,3710.0,52.95211410522461,2025-01
Lisungwi_Community_Hospital,jBJ1nrUXKIu,-15.43557,34.77838,2025,1,991.0,15.104958534240723,2025-01
Liuzi_Health_Centre,HYxgXNwy8Wn,-12.18971,34.01572,2025,1,508.0,5.906860828399658,2025-01
Livulezi_Health_Centre,eDs5Eb9rSl4,-14.85176922,34.74434966,2025,1,330.0,5.3383708000183105,2025-01
Livwezi_Health_Centre,p4eKC1ZsXQ4,-12.893592,33.679487,2025,1,3077.0,12.822461128234863,2025-01
Liwaladzi_Health_Centre,TwUljmbTv4b,-12.62054,34.16538,2025,1,230.0,26.18947982788086,2025-01
Liwonde_Medical_Clinic,pri4uEfpoMg,-15.06782,35.22473,2025,1,65.0,23.838542938232422,2025-01
Lizulu_Health_Centre,yZVsJTXGxyZ,-14.51775,34.46547,2025,1,288.0,81.65574645996094,2025-01
Lobi_Health_Centre,yEDgnTigUVO,-14.39034,34.07182,2025,1,1471.0,34.28771209716797,2025-01
Lodjwa_Health_Centre,MrIB1LvLmRs,-12.41898,33.52947,2025,1,2174.0,11.00091552734375,2025-01
Ludzi_St_Joseph's_Mission_Hospital,L42aUTBuigK,-13.75862,32.99271,2025,1,558.0,43.75071716308594,2025-01
Lugola_Health_Centre,AcMkv28WWEO,-13.96144,35.14285,2025,1,278.0,32.72410583496094,2025-01
Lujeri_Health_Centre,QmGoFNWfUFa,-16.02826,35.65517,2025,1,1480.0,21.778474807739258,2025-01
Lulanga_Health_Centre,iIwqmezZ9rs,-13.68744,34.91742,2025,1,233.0,27.873205184936523,2025-01
Lulwe_Health_Centre,ftIjkXg1oCr,-17.08765,35.11415,2025,1,14.0,16.73308563232422,2025-01
Lumbadzi_Health_Centre,UrNi47KXEKp,-13.77074,33.80477,2025,1,3835.0,30.175945281982422,2025-01
Lundu_Health_Centre,j94m3pNGJLw,-15.421776,35.01282,2025,1,1646.0,35.134422302246094,2025-01
Lungwena_Health_Centre,VdDtiG3fZ9A,-14.24501,35.24804,2025,1,592.0,33.75225067138672,2025-01
Lunjika_Health_Centre,ssMcu8y2Kf3,-11.71451,33.6858,2025,1,581.0,11.099608421325684,2025-01
Lupembe_Health_Centre,haaT3dJc33b,-10.06628,33.98778,2025,1,257.0,12.479016304016113,2025-01
Lura_Health_Centre,E1n8QFnk7M2,-10.72638,34.04408,2025,1,2522.0,5.3502020835876465,2025-01
Luvwere_Dispensary,qY3GH22ifOb,-11.38921,33.6729,2025,1,712.0,8.43257999420166,2025-01
Luwalika_Health_Centre,qBxArP5yT1I,-14.23797,35.46952,2025,1,234.0,26.06662368774414,2025-01
Luwani_Health_Centre,y3FF95NnZzl,-15.47981,34.74241,2025,1,669.0,10.876222610473633,2025-01
Luwawa_Health_Centre,qRO40W7cmWx,-12.11337,33.71943,2025,1,459.0,4.1029558181762695,2025-01
Luwerezi_Health_Centre,upbCscjsSDs,-12.48825,33.64119,2025,1,4969.0,8.214977264404297,2025-01
Luwuchi_Health_Centre,Ie6bXE64qOA,-10.68353,34.19353,2025,1,423.0,10.926210403442383,2025-01
Luzi_Health_Centre,p9HxhQYtEuW,-10.99681,33.95583,2025,1,320.0,8.893613815307617,2025-01
Lwazi_Health_Centre,h7qFHIsVs04,-11.51864,34.15115,2025,1,254.0,4.594112873077393,2025-01
Lwezga_Health_Centre,eXttdubBDLr,-10.56692,34.17943,2025,1,634.0,12.958828926086426,2025-01
M'mambo_Heaith_Centre,PFhr83vxGgZ,-15.26264,35.15945,2025,1,1775.0,10.779061317443848,2025-01
MDF_Secondary_School_Clinic,ECwzZkt3Rop,-15.7013,35.00832,2025,1,50.0,16.70386505126953,2025-01
Mabili_Health_Centre,vv5AP3nMhAz,-12.24624,33.43,2025,1,707.0,8.35358715057373,2025-01
Machinga_District_Hospital,HN3xPrwEli4,-15.06229,35.2263,2025,1,2289.0,45.0522346496582,2025-01
Machinga_Health_Centre,cYYZv88xBL6,-15.1773,35.29565,2025,1,3019.0,11.954265594482422,2025-01
Machinjiri_Health_Centre,LtrODoKSSgr,-15.23666,35.41707,2025,1,1786.0,8.261685371398926,2025-01
Madede_Health_Centre,p3frzwQQnXF,-11.53894,33.29456,2025,1,1648.0,10.574382781982422,2025-01
Madisi_Mission_Hospital,g9wv1lKcdzp,-13.40712,33.60813,2025,1,489.0,35.30459976196289,2025-01
Madziabango_Health_Centre,JA9Ekal0Y2p,-15.967751,34.908224,2025,1,1837.0,13.599004745483398,2025-01
Maera_Health_Centre,gSVQoPw8dRz,-15.50987,35.1315,2025,1,2455.0,13.737080574035645,2025-01
Mafco_Health_Centre,ael27YuIvji,-13.78419,34.60338,2025,1,226.0,38.591793060302734,2025-01
Maganga_Health_Centre,NPgTh8ar7Rg,-13.84681,34.5591,2025,1,92.0,28.06276512145996,2025-01
Magareta_Health_Centre,NFqFeBSH2Re,-15.55083,34.62836,2025,1,880.0,19.293107986450195,2025-01
Magomero_Dispensary,trXyKw0TG5U,-14.37970566,34.30903158,2025,1,1341.0,4.50227689743042,2025-01
Magomero_Health_Centre,MfSWVpArbHS,-15.56147,35.26101,2025,1,329.0,24.20984649658203,2025-01
Mahowe_Health_Centre,TkKOmywmjVx,-10.183192,33.690349,2025,1,1429.0,5.502923011779785,2025-01
Majete_1_(Hunger)_Health_Centre,HHK489bchmI,-16.27045,34.86368,2025,1,447.0,41.022857666015625,2025-01
Majete_2_(Hunger)Health_Centre,Tqy9Hzt0HYy,-16.020747,34.525114,2025,1,1294.0,7.962978839874268,2025-01
Majete_3_(Hunger)Health_Centre,vZcq1BL4eig,-16.020747,34.525114,2025,1,289.0,7.962978839874268,2025-01
Majete_5_(Hunger)_Health_Centre,pAcAZjy2228,-15.873873,34.767251,2025,1,176.0,1.0,2025-01
Majete_6_(Hunger)_Health_Centre,cTyIAdMgNvg,-16.156663,34.712992,2025,1,57.0,1.0,2025-01
Makanjira_Health_Centre,ogCJRAEA06f,-13.71591,35.04704,2025,1,961.0,32.09834289550781,2025-01
Makapwa_Health_Centre,a6SFNf7F567,-16.18199,35.27984,2025,1,513.0,13.796442985534668,2025-01
Makata_Health_Centre,eZfOjVQcd0e,-15.62996,35.07964,2025,1,1964.0,19.77863883972168,2025-01
Makhetha_Dispensary,tCNxro4FiTA,-15.783601,35.069582,2025,1,137.0,108.63970947265625,2025-01
Makhwira_Health_Centre,fmm167XcK2T,-16.19483,35.01065,2025,1,473.0,31.65047264099121,2025-01
Makina_Health_Centre,qWZcRR81Nvd,-15.5167921,35.5990934,2025,1,357.0,1.4391069412231445,2025-01
Makiyoni_Health_Centre,H37Fo6H2Roi,-13.58599,34.197,2025,1,1053.0,21.96686363220215,2025-01
Makungwa_Health_Centre_(Bvumbwe),q3B88KiRZ72,-15.93981,35.02633,2025,1,1453.0,30.25576400756836,2025-01
Makwapala_Health_Centre,ctDR10R37Rw,-15.36938,35.4506,2025,1,1589.0,24.24683380126953,2025-01
Makwasa_Estate_Clinic,joh9QZI3a96,-16.19476,35.10564,2025,1,196.0,19.188745498657227,2025-01
Malabada_Health_Centre,SsBkD3XDOD7,-15.767722,35.044791,2025,1,12.0,71.31452178955078,2025-01
Malambo_Health_Centre,kcEdNoW9QOb,-13.21307,33.76244,2025,1,1754.0,7.765676975250244,2025-01
Malamulo_Mission_Hospital,UKeSrLQeuCm,-16.17155,35.11011,2025,1,1451.0,43.34203338623047,2025-01
Malembo_Health_Centre,UKbySUaELNM,-14.23628,34.82524,2025,1,132.0,26.14276123046875,2025-01
Malembo_Health_Centre_(Lilongwe),tOaGG2xPLDm,-13.62006,33.41507,2025,1,3035.0,24.013416290283203,2025-01
Malidadi_Health_Centre,BvmZAEbFgHw,-11.22926,33.49989,2025,1,478.0,5.797144889831543,2025-01
Malindi_Dispensary,O4mR8q2NRlF,-13.395518,34.208982,2025,1,733.0,1.0,2025-01
Malingunde_Health_Centre,lP4THWArWA7,-14.16887,33.6397,2025,1,724.0,43.15745162963867,2025-01
Malombe_Health_Centre,n9kEwAvGSIu,-14.6305,35.34912,2025,1,619.0,17.226533889770508,2025-01
Malomo_Health_Centre,mxfexio2lQ4,-13.14861,33.83927,2025,1,6679.0,36.95796585083008,2025-01
Malowa_Health_Centre,rKEqKuoGeKQ,-13.1816,34.25165,2025,1,1019.0,9.427742958068848,2025-01
Malukula_Health_Centre,dOgr5wPfLaq,-14.44362,35.35582,2025,1,203.0,13.330864906311035,2025-01
Maluwa_Health_Centre,LL3TLeE40xi,-14.26287,33.87364,2025,1,851.0,27.051359176635742,2025-01
Mama_Khadija_Health_Centre,xdPgIAQLQ6L,-14.3708,35.49405,2025,1,62.0,41.17689895629883,2025-01
Mangamba_Health_Centre,zt2Jzw6wUcc,-14.79145,35.43652,2025,1,1267.0,19.711198806762695,2025-01
Mangochi_District_Hospital,vGbcjNT1TSJ,-14.48191,35.26527,2025,1,702.0,44.19807815551758,2025-01
Mangunda_Health_Centre,jkGTBAmFE1b,-16.02884,35.26166,2025,1,408.0,32.205596923828125,2025-01
Manjawira_Health_Centre,FPDJqyOOb4I,-15.00254,34.85709,2025,1,1090.0,28.208377838134766,2025-01
Manolo_Health_Centre,YpAyWUsXP6l,-11.250767,33.439585,2025,1,859.0,4.161423206329346,2025-01
Manyamula_Health_Centre,nDmSqHjGoHc,-11.94005,33.43945,2025,1,2369.0,13.395807266235352,2025-01
Maonde_Health_Centre,YK6aK071R8v,-14.4057,34.11592,2025,1,208.0,22.06810760498047,2025-01
Mapanga_Health_Center,XrE6S137IUq,-16.03764,35.01675,2025,1,1774.0,23.20833396911621,2025-01
Maperera_Health_Centre,NlBOlQkhfk5,-16.10534,34.9157,2025,1,359.0,36.76416778564453,2025-01
Maravi_Health_Centre,Ljx0uViQtRg,-15.83686,35.14867,2025,1,340.0,22.89335060119629,2025-01
Mary_Lou_Clinic,hUwwnJILHdu,-14.110214,34.52324,2025,1,497.0,13.228191375732422,2025-01
Masasa_Health_Centre,oAX2IuKUC7A,-14.4334,34.42243,2025,1,449.0,34.72336959838867,2025-01
Mase_Health_Centre,c8uCPvKeeEM,-14.58096,35.36386,2025,1,103.0,26.322412490844727,2025-01
Masenjere_Health_Centre,hj7sZWYuxTM,-16.33721,35.09671,2025,1,1439.0,42.454498291015625,2025-01
Matanda_Health_Centre,iVOnl6X10Ym,-15.10516,34.66845,2025,1,255.0,19.607973098754883,2025-01
Matandani_Health_Centre,JKAFWLrwdji,-15.33071,34.65321,2025,1,2194.0,9.7119722366333,2025-01
Matapila_Health_Centre,nyBn1aFSTnl,-14.01108,33.97509,2025,1,2697.0,51.58462905883789,2025-01
Matawale_Urban_Health_Centre,yREVcFcXe3h,-15.39029,35.35958,2025,1,1342.0,25.17738914489746,2025-01
Matekenya_Health_Centre,jeNQSrVSj0c,-13.564647,34.047714,2025,1,793.0,6.89523983001709,2025-01
Matiki_Health_Centre,bfDs0dTM81U,-12.49874,34.15464,2025,1,256.0,28.835947036743164,2025-01
Matiya_Health_Centre,omQ3TWOHcDR,-15.53371,35.5478,2025,1,91.0,20.552757263183594,2025-01
Matope_Health_Centre,GjNQ12Y2l0F,-15.3537,34.94732,2025,1,805.0,15.647366523742676,2025-01
Matuli_Health_Centre,WIiA3ENQI5A,-11.48513,33.89613,2025,1,1394.0,11.841394424438477,2025-01
Matumba_Health_Centre,I5QjWlvvwsI,-14.37283,33.90594,2025,1,2212.0,27.584840774536133,2025-01
Maula_Health_Centre,W423FAKdyEK,-11.73518,34.23514,2025,1,643.0,7.422905921936035,2025-01
Mauwa_Health_Centre,F6BWHBSv59O,-15.65283,35.2498,2025,1,1344.0,20.151647567749023,2025-01
Mayaka_Health_Centre,JQgSk2DFvqZ,-15.57355,35.3728,2025,1,985.0,35.59942626953125,2025-01
Mayani_Health_Centre,U3ExHCyHDEZ,-14.09697,34.24281,2025,1,1627.0,25.693862915039062,2025-01
Mbabvi_Health_Centre,rwyqKbu6sVj,-13.92808,33.67087,2025,1,4410.0,21.929248809814453,2025-01
Mbalachanda_Health_Centre,aLanDLYSxOP,-11.35738,33.37133,2025,1,2132.0,9.66264533996582,2025-01
Mbalama_Health_Centre,bH9LR1iMj5b,-14.71431,35.498909,2025,1,520.0,23.37493896484375,2025-01
Mbalanguzi_Dispensary,gRtggG07luV,-16.251,35.16672,2025,1,33.0,5.201295852661133,2025-01
Mbang'ombe_1_Health_Centre,AsETHxlmpIL,-13.73673,33.71382,2025,1,3036.0,14.079177856445312,2025-01
Mbang'ombe_2_Health_Centre,rX8JkNx4U0A,-14.16945,33.37942,2025,1,3444.0,22.315839767456055,2025-01
Mbanila_Health_Centre,ELXUlTxf8K3,-14.975262,35.598659,2025,1,955.0,13.705557823181152,2025-01
Mbayani_Health_Center,ojywW0LnOe6,-15.765569,35.004616,2025,1,257.0,216.34518432617188,2025-01
Mbenje_Health_Centre,GMxiZxppgwD,-16.99464,35.22079,2025,1,333.0,47.466617584228516,2025-01
Mbera_Health_Centre,vHwtNk0Bvmi,-14.91088,35.05326,2025,1,384.0,25.546649932861328,2025-01
Mbingwa_Health_Centre,rpW9v5wCsE6,-13.54425,33.51485,2025,1,2305.0,7.723968029022217,2025-01
Mbiza_Health_Centre,dmGyp0vetoz,-16.0929,35.34602,2025,1,3081.0,39.43287658691406,2025-01
Mbonechera_Health_Centre,iTzui2UcI8o,-14.88932,35.47818,2025,1,638.0,23.413972854614258,2025-01
Mbulumbudzi_Health_Centre,SrQ8y7MhCE6,-15.63834,35.15687,2025,1,852.0,33.535491943359375,2025-01
Mbwatalika_Health_Centre,KRmwm560Ldo,-14.00387,33.5507,2025,1,164.0,11.466707229614258,2025-01
Mchima_Clinic,HC3bsEmqOGP,-16.11388,35.14018,2025,1,435.0,25.061237335205078,2025-01
Mchinji_District_Hospital,dFFBYFnomxH,-13.80273,32.88716,2025,1,85.0,29.706039428710938,2025-01
Mchoka_Health_Centre,c6WcEY1TXnq,-13.92593,34.48984,2025,1,736.0,20.278085708618164,2025-01
Mdeka_Health_Centre,fQCAaNl0UMA,-15.468134,34.942566,2025,1,1146.0,26.2890682220459,2025-01
Mdeza_Dispensary,jJwUNjSxgTS,-14.23517,33.9677,2025,1,27.0,21.284170150756836,2025-01
Mdunga_Heallth_Centre,H3xKaK0d3or,-12.9931,33.8519,2025,1,3245.0,10.835761070251465,2025-01
Mehboob_Health_Centre,V9Zm1LU1stx,-14.3635709,35.1666522,2025,1,173.0,25.960535049438477,2025-01
Mfera_Health_Centre,gMuqGSS8knm,-16.06818,34.86724,2025,1,180.0,25.79535484313965,2025-01
Mganja_Health_Centre,qb1Mj9bHSca,-14.42048,34.52305,2025,1,72.0,18.010631561279297,2025-01
Mhalaunda_Health_Centre,inDCxEh9onL,-12.05118,33.46656,2025,1,10.0,6.867633819580078,2025-01
Mhuju_Rural_Hospital,QrpvZldV7rA,-10.86685,33.99765,2025,1,2957.0,16.01813316345215,2025-01
Mianga_Estate_Clinic,oXXbb8WAC4h,-16.09883,35.07553,2025,1,279.0,20.3580265045166,2025-01
Migowi_Health_Centre,PHIvzmuxq0q,-15.71922,35.68542,2025,1,228.0,40.8956298828125,2025-01
Mikolongwe_Health_Centre,ZEhFEU99s7M,-15.90149,35.18367,2025,1,171.0,26.909027099609375,2025-01
Mikondo_Health_Centre,fQgxgDx2iHA,-14.44767,33.93951,2025,1,1162.0,13.034811973571777,2025-01
Mikundi_Health_Centre,rAdbHKHrveg,-13.707966,33.13825,2025,1,2163.0,29.556467056274414,2025-01
Milepa_Health_Centre,MH3qGNRGA9d,-15.68713,35.31818,2025,1,1634.0,31.833858489990234,2025-01
Milonde_Health_Centre,C3eAtbe8AQW,-16.10264,35.47826,2025,1,1727.0,11.015807151794434,2025-01
Mimosa_Health_Centre,YOhdb5QWf3k,-16.08574,35.61263,2025,1,3685.0,39.33422088623047,2025-01
