facility,id,lat,lon,year,month,cases,population,time
Mindanti_Health_Centre_(CHAM),vzXsxZNHzIf,-16.0791,34.568655,2025,1,151.0,9.616815567016602,2025-01
Ming'ongo_Health_Centre,MCQRoU5bKZ7,-14.07479,33.44838,2025,1,2441.0,23.0535888671875,2025-01
Misomali_Health_Centre_(CHAM),WPueOTAiLN1,-16.03775,34.5372,2025,1,82.0,19.995885848999023,2025-01
Misuku_Health_Centre,XnBB0NztocS,-9.67977,33.52076,2025,1,432.0,6.57789421081543,2025-01
Mitsidi_Health_Centre_(Lumbira),xEhYcXNLUVr,-15.77702,34.96873,2025,1,129.0,22.949960708618164,2025-01
Mitundu_Rural_Hospital,aVmCsQGN0r1,-14.24776,33.77465,2025,1,4784.0,71.7308578491211,2025-01
Mjini_Health_Centre,QRur3iZGQxE,-14.04457,34.23867,2025,1,1594.0,11.297903060913086,2025-01
Mkanda_Health_Centre,FexDaTn0HFG,-13.514656,32.96083,2025,1,3603.0,36.63992691040039,2025-01
Mkhota_R_Growth_Health_Centre,F17kSj3t4iD,-13.56651,33.34348,2025,1,1861.0,6.963143825531006,2025-01
Mkhuzi_Health_Centre,K4fSBUiEBEX,-13.36646,33.77662,2025,1,2956.0,11.687234878540039,2025-01
Mkhwayi_Health_Centre,tRNfX43j5Mv,-15.61457,35.62787,2025,1,259.0,29.212556838989258,2025-01
Mkoma_Health_Centre,y1zhkY1SAE9,-12.61235,33.7824,2025,1,3186.0,5.386446952819824,2025-01
Mkumba_Health_Centre,XQ14A9f2j8N,-14.5946,35.52517,2025,1,591.0,35.185462951660156,2025-01
Mkwepere_Health_Centre,RQYBvIXGsDY,-14.60286,35.63635,2025,1,818.0,19.134719848632812,2025-01
Mlale_Mission_Hospital,vlaK6dtRhxj,-14.23011,33.75658,2025,1,489.0,48.93238067626953,2025-01
Mlambe_Hospital,cmCppSqIlzN,-15.644676,35.017358,2025,1,451.0,28.112947463989258,2025-01
Mlanda_Health_Centre,IvqvjIvVBaK,-14.47886,34.45988,2025,1,55.0,17.853126525878906,2025-01
Mlangali_Dispensary,a6eACcAs40A,-14.41322,34.27274,2025,1,792.0,8.364845275878906,2025-01
Mlangeni_Health_Centre,ONmU8CWhzv9,-14.67662,34.53672,2025,1,360.0,42.26939010620117,2025-01
Mlangeni_Police_Health_Centre,ObGhlP39lGg,-14.68292,34.53325,2025,1,74.0,31.38905143737793,2025-01
Mlare_Dispensary,o9B8rTitcGn,-10.173,34.03591,2025,1,272.0,5.242476940155029,2025-01
Mlodza_SDA_Dispensary,HYVLnrx75IO,-14.007222,33.8175,2025,1,14.0,130.3822021484375,2025-01
Mlomba_Health_Centre,OUiAuB0Uc7D,-15.01903,35.47708,2025,1,1745.0,31.437271118164062,2025-01
Mlowe_Health_Centre,GSQ5TnX3yuJ,-10.76429,34.19488,2025,1,172.0,12.301530838012695,2025-01
Mndinda_Health_Centre,uYi2L6Go4Qf,-13.2474,34.05675,2025,1,1554.0,13.132782936096191,2025-01
Mnyanja_Health_Centre,mwyB6seePPU,-12.710138,33.486167,2025,1,1150.0,4.021079063415527,2025-01
Monkey-Bay_Community_Hospital,rJjuBGDDPrG,-14.08468,34.91104,2025,1,144.0,72.98562622070312,2025-01
Moyale_Barracks_Health_Centre_,S9XMFfakFVw,-11.45976,34.03829,2025,1,222.0,15.979246139526367,2025-01
Mpala_Health_Centre,w8qa58C9FGk,-16.14386,35.52479,2025,1,3208.0,59.98704147338867,2025-01
Mpamantha_Health_Centre,YEVlg1UBA5H,-13.06926,34.25224,2025,1,1185.0,8.003355026245117,2025-01
Mpamba_Health_Centre,cHhZC34cSCl,-11.54697,34.19727,2025,1,1035.0,10.585784912109375,2025-01
Mpasa_Health_Centre,Kxv4oNJw7DU,-15.7579,35.61142,2025,1,530.0,23.844024658203125,2025-01
Mpata_Health_Centre,n7QRqzjmhbr,-9.96062,33.81525,2025,1,901.0,15.858903884887695,2025-01
Mpemba_Health_Centre,d9yZ10QgeOl,-15.874953,34.956435,2025,1,1251.0,33.931396484375,2025-01
Mpepa_/_Chisinga_Health_Centre,GJhhq8K1EBF,-12.622028,33.326917,2025,1,6454.0,14.259416580200195,2025-01
Mphathi_Health_Centre,KCFtEvMrZ3Z,-14.45516,34.07683,2025,1,46.0,14.82835865020752,2025-01
Mphelero_Health_Centre,x6VWLw7WSUB,-13.752724,33.02337,2025,1,2463.0,4.036405086517334,2025-01
Mphepozinai_Dispensary,D2lOPiKippv,-14.73586,34.66115,2025,1,2042.0,13.573189735412598,2025-01
Mpherembe_Health_Centre,XazLGbIHFsc,-11.28806,33.61431,2025,1,1174.0,27.67168617248535,2025-01
Mphompha_Health_Centre,hS2sYnTQbU3,-11.00662,34.07305,2025,1,332.0,5.229255199432373,2025-01
Mphunzi_Health_Centre,eXOvuYIG9YP,-14.37933,34.17539,2025,1,144.0,24.810678482055664,2025-01
Mpingo_Health_Centre,WaVNBxhEraz,-15.881789,34.913597,2025,1,476.0,18.087705612182617,2025-01
Mpiri_Health_Centre,rl3pWoEjBn3,-14.77192,35.60801,2025,1,303.0,25.794530868530273,2025-01
Mpondasi_Health_Centre,AUDheLXTT2U,-14.45347,35.24387,2025,1,56.0,49.452754974365234,2025-01
Mponela_Rural_Hospital,ueVjB10KIyz,-13.53264,33.73713,2025,1,6038.0,76.11111450195312,2025-01
Mposa_Health_Centre,tLsbScHkeRF,-15.14906,35.51849,2025,1,328.0,16.04770851135254,2025-01
Msaka_Dispensary,VFjaTYD2PvB,-14.0792622,34.8522917,2025,1,58.0,2.656033992767334,2025-01
Msakambewa_Health_Centre,jgFPtgYE3C8,-13.55296,33.89719,2025,1,2158.0,14.811095237731934,2025-01
Mseche_Clinic,kEalcH7WPX0,-13.78,33.91,2025,1,133.0,12.282785415649414,2025-01
Msenjere_Health_Centre,dE9wie8cYJB,-12.73248,34.17062,2025,1,1210.0,17.56875991821289,2025-01
Msese_Health_Centre,Um1JMpMYGpE,-12.35951,33.74002,2025,1,1553.0,3.7492780685424805,2025-01
Msumbe_Health_Centre,hLuqNN1enth,-9.75123,33.67563,2025,1,739.0,3.8614609241485596,2025-01
Mtakataka_Health_Centre,wtmWonh9GZt,-14.22745,34.51474,2025,1,1264.0,46.1063232421875,2025-01
Mtakataka_Police_Health_Centre,Fo4Nu1Khoqq,-14.22581,34.51119,2025,1,378.0,15.735672950744629,2025-01
Mtende_Health_Centre,o0hX9ak46oU,-11.49724,33.54894,2025,1,1877.0,11.727116584777832,2025-01
Mtendere_Health_Centre,r0KnLCBcTr3,-14.32271,34.09373,2025,1,1114.0,52.56269836425781,2025-01
Mtengoumodzi_Private_Hospital,P4mpxuxgOZW,-15.7245,35.01637,2025,1,13.0,93.07185363769531,2025-01
Mtengowanthenga_Mission_Hospital,s79dCXbcoCA,-13.67165,33.77623,2025,1,633.0,83.36785125732422,2025-01
Mtenthera_Health_Centre,TIa8uoFjhcd,-14.10884,34.00567,2025,1,2369.0,60.145320892333984,2025-01
Mtimabii_Health_Centre,U0L0TzkTg4Y,-14.61111,35.08273,2025,1,1568.0,39.10700225830078,2025-01
Mtonda_Health_Centre,PxcYX4fmgXB,-15.02,34.75144,2025,1,172.0,7.891223907470703,2025-01
Mtosa_Health_Centre,tlqs0jOTw9o,-13.43876,34.27365,2025,1,734.0,16.755062103271484,2025-01
Mtunthama_Health_Centre,PbfmrMdVBs3,-13.03145,33.68209,2025,1,1707.0,20.757509231567383,2025-01
Mtwalo_Health_Centre,JeL4xvlOwsv,-11.39671,33.74591,2025,1,534.0,14.57906436920166,2025-01
Mua_Mission_Hospital,niNbaFnNCgp,-14.28307,34.50972,2025,1,154.0,46.970420837402344,2025-01
Mulanje_District_Hospital,Nepy3vH3e6g,-16.02549,35.50785,2025,1,5624.0,49.29973220825195,2025-01
Mulanje_Mission_Hospital,MKIDkeCfVCc,-16.02103,35.46436,2025,1,450.0,38.295833587646484,2025-01
Mulembe_Health_Centre,ncKg2M2bIHm,-10.061782,33.377912,2025,1,591.0,1.7677099704742432,2025-01
Mulibwanji_Hospital,GjCDed8EK8B,-14.51145,35.58797,2025,1,254.0,36.59433364868164,2025-01
Mulomba_Health_Centre,ijqBzVGbncx,-15.76535,35.51182,2025,1,1098.0,31.570524215698242,2025-01
Muloza_Health_Centre,P5U57FLrPxL,-16.06252,35.76226,2025,1,1607.0,23.069316864013672,2025-01
Muluma_Dispensary,jHjfJQsvt47,-14.71894,34.6355,2025,1,341.0,8.474610328674316,2025-01
Mulungu_Alinafe_Health_Centre,YpOsxnyWD67,-15.85719,35.81552,2025,1,289.0,33.005348205566406,2025-01
Mvera_Mission_Health_Centre,QKnbzIuwFb6,-13.73673,34.12876,2025,1,501.0,13.057600975036621,2025-01
Mvera_Support_Battalion_Health_Centre,aockNsOfjIt,-13.77963,34.1398,2025,1,2087.0,14.866433143615723,2025-01
Mwaiwathu_Private_Hospital,YGIGbwqnA9M,-15.78547,35.01691,2025,1,30.0,14.157771110534668,2025-01
Mwandama_Health_Centre,jyoWzEvm0XC,-15.49803,35.18803,2025,1,1756.0,18.38274574279785,2025-01
Mwanga_Health_Centre,Js5P9ZU5K6r,-15.64632,35.53221,2025,1,90.0,24.179140090942383,2025-01
Mwangala_Health_Centre,ZctUHvWm292,-13.48744,33.9234,2025,1,2759.0,24.40043067932129,2025-01
Mwansambo_Health_Centre,Rf1rrKDqc9l,-13.30698,34.11877,2025,1,1760.0,27.451509475708008,2025-01
Mwanza_Clinic_(Illovo_Private),dviOrlXivOL,-16.1894,34.88065,2025,1,22.0,26.95443344116211,2025-01
Mwanza_District_Hospital,ojR8a0Xu9A3,-15.59118,34.50998,2025,1,3237.0,51.646324157714844,2025-01
Mwaya_Health_Centre,aqRm9wq0aIA,-11.97658,34.07603,2025,1,255.0,4.054213047027588,2025-01
Mwazisi_Health_Centre,JeN3ydrU4lR,-10.94356,33.5792,2025,1,739.0,9.785978317260742,2025-01
Mwenilondo_Health_Centre,IzCVmo0841o,-10.003762,33.93254,2025,1,251.0,18.371990203857422,2025-01
Mwima_Health_Centre,iQmvSbGhycA,-14.929636,35.184932,2025,1,780.0,12.474392890930176,2025-01
Mzalangwe_Health_Centre,tca66OfpOph,-11.61228,33.5651,2025,1,13.0,6.222723007202148,2025-01
Mzambazi_Community_Hospital,L0obMixrYsw,-11.42764,33.45031,2025,1,1604.0,19.321575164794922,2025-01
Mzandu_Health_Centre,zbzy1EAHemL,-13.48916,34.02738,2025,1,2067.0,14.611627578735352,2025-01
Mzenga_Health_Centre,DCafjM4Ew3G,-11.73249,34.07401,2025,1,962.0,1.5076910257339478,2025-01
Mzimba_District_Hospital,H58PMzo9Xii,-11.89805,33.58421,2025,1,3579.0,37.88922119140625,2025-01
Mziza_Health_Centre_,GaqkYT3AgFn,-13.27941,33.50405,2025,1,759.0,9.724149703979492,2025-01
Mzokoto_Health_Centre,bYR9HESsWKd,-10.90777,34.02735,2025,1,395.0,16.217660903930664,2025-01
Mzuzu_Central_Prison_,eywf2mgdPPI,-11.46474,34.01991,2025,1,7.0,29.11100959777832,2025-01
Mzuzu_Police_Dispensary,sJQF7WPP2Ck,-11.46211,34.02489,2025,1,172.0,29.95784568786621,2025-01
Mzuzu_University_Clinic_,rHtjCrmXd7e,-11.42175,33.99564,2025,1,31.0,28.94185447692871,2025-01
Mzuzu_Urban_Health_Centre,cQ41y2ym2RV,-11.46138,34.01518,2025,1,2031.0,35.59348678588867,2025-01
NRC,rIFUCMVM6i2,-14.02247,33.67422,2025,1,89.0,20.997896194458008,2025-01
Nainunje_Health_Centre,UlGsSjoERdc,-14.7406,35.56503,2025,1,1048.0,29.382827758789062,2025-01
Naisi_Health_Centre,ncRCRH1homB,-15.35785,35.3849,2025,1,2456.0,24.665584564208984,2025-01
Nakalanzi_Health_Centre,yRUuIksTiLm,-14.20233,34.54819,2025,1,143.0,25.671241760253906,2025-01
Nalunga_Health_Centre,jcUguNrYDmp,-13.64378,34.0567,2025,1,2936.0,9.460200309753418,2025-01
Namadidi_Dispensary,bHXisKRaXOR,-15.41079,35.24736,2025,1,2040.0,12.316463470458984,2025-01
Namadzi_Health_Centre,bthDRjgyzgo,-15.54663,35.18761,2025,1,1897.0,13.414233207702637,2025-01
Namalaka_Health_Centre,JRwvE3EiDuo,-14.12384,35.19301,2025,1,36.0,37.61402893066406,2025-01
Namandanje_Health_Centre,KEPMWjMdxDG,-14.88211,35.48324,2025,1,212.0,30.806377410888672,2025-01
Namanja_Health_Centre,XG7w56VzqMn,-14.96543,35.67994,2025,1,519.0,15.822942733764648,2025-01
Namanolo_Health_Centre,spgBSrohYPo,-15.00071,35.19004,2025,1,305.0,12.662826538085938,2025-01
Namasalima_Health_Centre_(Mulanje),asiPyqS8rHs,-16.08016,35.71573,2025,1,939.0,33.48118591308594,2025-01
Namasalima_Health_Centre_(Zomba),mR7n2aiuf2m,-15.23142,35.48876,2025,1,1050.0,37.9998893737793,2025-01
Namasoko_Dispensary,XB2kh1cvnwt,-15.739998,35.604002,2025,1,174.0,12.59479808807373,2025-01
Nambazo_Health_Centre,AyarnjnokWg,-15.55919,35.81566,2025,1,421.0,32.3943977355957,2025-01
Nambiti_II_Health_Centre,FIHIYv39yqU,-15.80293,35.76392,2025,1,19.0,20.51320457458496,2025-01
Nambuma_Health_Centre,qlkyWX9EEaw,-13.72409,33.55789,2025,1,903.0,40.096675872802734,2025-01
Nambuma_Health_Centre_(Dowa),TfVuTh2kZon,-13.6973761,33.5974333,2025,1,1412.0,16.814550399780273,2025-01
Namikango_Health_Centre,AWytIG2qdwP,-15.47723,35.24056,2025,1,133.0,22.739879608154297,2025-01
Namikoko_Health_Centre,sTjTxJqSCWE,-15.48651,35.07379,2025,1,1256.0,7.747817039489746,2025-01
Naming'omba_estate_clinic,VLJsrQrzivg,-16.04009,35.08996,2025,1,26.0,19.545793533325195,2025-01
Namitambo_Health_Centre,TArV024FtcH,-15.84113,35.27019,2025,1,320.0,65.30803680419922,2025-01
Namizana_Dispensary,OAXUYKyVuIz,-14.001925,33.246444,2025,1,1642.0,16.03386878967285,2025-01
Namphungo_Health_Centre,PxkHQqgxweP,-15.80407,35.3491,2025,1,799.0,15.443387031555176,2025-01
Namulenga_Health_Centre,uLVlUIL4rlD,-15.86563,35.32718,2025,1,106.0,22.828189849853516,2025-01
Namwera_Health_Centre,SjXKV0RvdBG,-14.3637,35.50221,2025,1,577.0,25.78644561767578,2025-01
Nancholi_Dispensary,Q90Za7zl8zB,-14.47803,35.58667,2025,1,692.0,8.969160079956055,2025-01
Nancholi_Health_Centre,gZqBeopWLoA,-15.827409,34.969353,2025,1,452.0,17.849143981933594,2025-01
Nandumbo_Health_Centre,tVpkUqyzg60,-14.85169,35.22552,2025,1,116.0,16.213298797607422,2025-01
Nangalamu_Health_Centre,xSi6MZN3hAK,-14.48148,35.67288,2025,1,1881.0,12.837607383728027,2025-01
Nankhwali_Health_Centre,oS0WaJ5v6t4,-14.1351,34.84488,2025,1,168.0,16.69523811340332,2025-01
Nankumba_Health_Centre,cnUCvDXttIv,-14.36521,34.82361,2025,1,193.0,20.636220932006836,2025-01
Naphimba_Health_Centre,akhqt6Z6B7x,-16.03628,35.67854,2025,1,1382.0,19.92190170288086,2025-01
Nasawa_Health_Centre,RicJ2qmCw3g,-15.6023,35.25956,2025,1,2305.0,22.767854690551758,2025-01
Nathenje_Health_Centre,AgYrPo8MW5I,-14.08504,33.90823,2025,1,3396.0,93.74523162841797,2025-01
Nayuchi_Health_Centre,fwctySB9ovz,-14.97585,35.86726,2025,1,412.0,18.506425857543945,2025-01
Nchalo_(Hunger)_Health_Centre,nXFq0fzH08I,-16.28642,34.83881,2025,1,44.0,0.9367629885673523,2025-01
Ndakwera_Health_Centre,EdY8ZVRq9ST,-16.22357,34.68896,2025,1,281.0,15.630651473999023,2025-01
Ndamera_Health_Centre,pSYB6OucIkn,-17.09569,35.21902,2025,1,148.0,25.40810203552246,2025-01
Ndaula_Health_Centre,Pw6JwUkqdlF,-14.1385,33.50757,2025,1,2562.0,32.903846740722656,2025-01
Ndirande_Urban_Health_Centre,M5ZUfC4v8GV,-15.7781,35.03946,2025,1,264.0,278.1024169921875,2025-01
Ndunde_Health_Centre,YxzE6eiZh7V,-15.69615,35.23355,2025,1,1120.0,19.427900314331055,2025-01
Neno_District_Hospital,Rmh4wKR794k,-15.39524,34.65349,2025,1,5272.0,19.641298294067383,2025-01
Neno_Parish_Health_Centre,I4Vox6oteWl,-15.43701,34.60843,2025,1,1501.0,10.814127922058105,2025-01
New_Statehouse_Dispensary,s0Wy1UgxpqI,-13.96051,33.85089,2025,1,1046.0,32.767738342285156,2025-01
Newa/Mpasazi_Health_Centre,XkcRltXu9tK,-12.58333,33.38174,2025,1,846.0,8.952210426330566,2025-01
Ng'onga_Health_Centre,CyLPblDfB5N,-10.93922,33.94348,2025,1,368.0,8.21570873260498,2025-01
Ngabu_Rural_Hospital,r1idesX7bX6,-16.45928,34.89253,2025,1,172.0,16.36654281616211,2025-01
Ngabu_SDA__Health_Centre_(CHAM),yJV9qRDSt9V,-16.46516,34.87901,2025,1,29.0,32.134456634521484,2025-01
Ngala_Health_Centre,tTaiG5Qrcyr,-12.36529,34.06552,2025,1,653.0,9.259336471557617,2025-01
Ngana_Health_Centre,Cas9rlkSOQn,-9.62021,33.69891,2025,1,607.0,5.834136962890625,2025-01
Ngapani_Health_Centre,VWvs8SJXcRe,-14.0296,35.33773,2025,1,102.0,3.494379997253418,2025-01
Ngodzi_Health_Centre,LTFJhIOv3VP,-14.08926,34.50896,2025,1,91.0,14.980459213256836,2025-01
Ngokwe_Health_Centre,UltcvVpNf8r,-14.70706,35.80177,2025,1,1979.0,42.78432846069336,2025-01
Ngoni_Health_Centre,U1sHpxxw4WH,-13.77509,33.64018,2025,1,3549.0,12.614962577819824,2025-01
Nguluwentowo__Health_Centre,Wh79HzFJzJh,-14.0753967,33.6188717,2025,1,688.0,8.127758026123047,2025-01
Ngwelero_Health_Centre,grLzTEcg70S,-15.66645,35.42718,2025,1,1620.0,20.989187240600586,2025-01
Njereza_Dispensary,cyoNyGB6GzX,-14.3392413,35.0317026,2025,1,144.0,5.838647842407227,2025-01
Njuyu_Health_Centre,CZXbHCpGcTW,-11.52455,33.69953,2025,1,1128.0,7.294944763183594,2025-01
Nkalo_Health_Centre,Phu68UfvSy0,-15.97065,35.30997,2025,1,294.0,32.471920013427734,2025-01
Nkasala_Health_Centre,TOHfssdeOr9,-15.32778,35.21661,2025,1,681.0,43.9870719909668,2025-01
Nkhalango_Private_Clinic,N4dbtgJAnhw,-14.01291,33.70483,2025,1,107.0,31.575040817260742,2025-01
Nkhamenya_Mission_Hospital,QcCfOxMgWJN,-12.56606,33.50098,2025,1,760.0,27.348934173583984,2025-01
Nkhata_Bay_District_Hospital,Cr4BIZYc1Ks,-11.60159,34.29872,2025,1,1805.0,37.14729690551758,2025-01
Nkhataombere_Maternity,cW0qFAm1C3P,-16.3239,35.2639,2025,1,81.0,6.466800212860107,2025-01
Nkhoma_Mission_Hospital,wPja49DJa2A,-14.04389,34.1036,2025,1,1422.0,95.16093444824219,2025-01
Nkhorongo_Health_Centre,dz2aFcg1wHo,-11.3901,33.98514,2025,1,630.0,11.054513931274414,2025-01
Nkhotakota_District_Hospital,eLLoifuK7RA,-12.92508,34.27939,2025,1,2462.0,44.156089782714844,2025-01
Nkhulambe_Health_Centre,IFWkUcZya9D,-15.85949,35.74751,2025,1,1084.0,20.997026443481445,2025-01
Nkhunga_Health_Centre,RQX6rnfUsBD,-12.48023,34.10842,2025,1,1036.0,30.360742568969727,2025-01
Nkhwazi_Health_Centre,BogAIA30ZjT,-13.923643,33.226629,2025,1,3925.0,33.35478591918945,2025-01
Nkomaula_Health_Centre,PY3CbMBy53P,-15.7211,35.36672,2025,1,929.0,19.881431579589844,2025-01
Nkope_Health_Centre,jrlOSjcDYGN,-14.19733,35.03944,2025,1,381.0,21.94005012512207,2025-01
Nkula_Health_Centre,cfzBcWqPOoy,-15.52193,34.82512,2025,1,245.0,17.213001251220703,2025-01
Nkumaniza_Health_Centre,bwhjLosc8k8,-16.47944,34.72431,2025,1,733.0,28.865650177001953,2025-01
Nsabwe_Dispensary,zUquZgXa6Rm,-16.33807,35.2003,2025,1,60.0,10.559667587280273,2025-01
Nsambe_Sda_Health_Centre,HxziIaDjatq,-15.26135,34.6135,2025,1,383.0,8.393073081970215,2025-01
Nsanama_Health_Centre,DLSIRdTyKv3,-14.99491,35.49477,2025,1,164.0,70.87293243408203,2025-01
Nsanje_District_Hospital,tVuIhivYk9N,-16.91794,35.26001,2025,1,974.0,50.140262603759766,2025-01
Nsaru_Health_Centre,lxulWQBn6fT,-13.8855,33.5043,2025,1,4256.0,50.337520599365234,2025-01
Nsipe_Health_Centre,DZq9bb4C1Jn,-14.86434,34.75233,2025,1,665.0,18.8424072265625,2025-01
Nsiyaludzu_Health_Centre,GYlTZXKcHxA,-14.93648,34.87425,2025,1,1132.0,27.85901641845703,2025-01
Ntaja_Health_Centre,Ybh0Ww4WWVx,-14.86828,35.52911,2025,1,916.0,62.38319396972656,2025-01
Ntcheu_District_Hospital,irf8hxUohn5,-14.81698,34.63823,2025,1,3638.0,38.837623596191406,2025-01
Ntchisi_District_Hospital,qXwx6gQyNBv,-13.36345,33.91061,2025,1,4945.0,57.025169372558594,2025-01
Nthalire_Health_Centre,I6ZujG9AVcl,-10.34894,33.64394,2025,1,2361.0,19.216890335083008,2025-01
Nthenje_Health_Centre,mEYFrYZrHrN,-10.91788,33.98786,2025,1,44.0,7.269018173217773,2025-01
Nthondo_Health_Centre_(Lilongwe),yzgU0YKoHnq,-14.03153,33.44849,2025,1,2940.0,16.086820602416992,2025-01
Nthondo_Health_Centre_(Ntchisi),xQBYdqlCMvU,-13.24723,34.00699,2025,1,3729.0,15.975985527038574,2025-01
Nthorowa_Health_Centre,VSHsslABmXE,-14.99492,35.57325,2025,1,334.0,19.85768699645996,2025-01
Nthungwa_Health_Centre,qXonH3FiBYn,-11.66014,33.80046,2025,1,264.0,8.886473655700684,2025-01
Ntonda_Dispensary,mFPyswjy5p7,-13.2512161,34.3015278,2025,1,72.0,0.003129000077024102,2025-01
Nyambi_Health_Centre,ZD6zoYO03cf,-14.68999,35.57257,2025,1,1256.0,39.536865234375,2025-01
Nyamithuthu_Health_Centre,zCPRlak2MqT,-16.68213,35.19821,2025,1,284.0,20.597387313842773,2025-01
Nyanja_Health_Centre,BoFpWeZOB2l,-14.101975,33.98075,2025,1,1045.0,1.0,2025-01
Nyungwe_Health_Centre,xr2MuALneJH,-10.28546,34.10851,2025,1,349.0,17.940509796142578,2025-01
Nzama_Health_Centre,xiPaD8Vsm7n,-14.89375,34.58597,2025,1,172.0,16.97135353088379,2025-01
Ofesi_Health_Centre,bWYHqt0OcHy,-12.77939,33.54904,2025,1,1576.0,12.610671043395996,2025-01
Parachute_dispensary,Y4g17ECjSHt,-13.74314,34.58826,2025,1,78.0,32.35982894897461,2025-01
Partners_In_Hope_Clinic_Moyo_Clinic_(public),FHaAx124JwD,-14.02341,33.78783,2025,1,3.0,38.06019973754883,2025-01
Pemba_Health_Centre,owYugg6oOSe,-13.885175,34.556777,2025,1,629.0,51.585025787353516,2025-01
Pensulo_Health_Centre,xN8oZzMyC33,-15.807877,34.956973,2025,1,673.0,11.227426528930664,2025-01
Phalombe_District_Hospital,SroPcWkDbAO,-15.7170604,35.7038228,2025,1,1024.0,8.282035827636719,2025-01
Phalombe_Health_Centre,zDFhyylZv3c,-15.80677,35.64918,2025,1,402.0,34.61832046508789,2025-01
Phalombe_Mission_Holy_Family_Hospital,m03CECb09qZ,-15.82471,35.61875,2025,1,160.0,32.78575897216797,2025-01
Phalula_Health_Centre,Xp3wYJuLYue,-15.22557,34.89322,2025,1,212.0,25.70902442932129,2025-01
Phanga_Dispensary,fzNTz7Gcejn,-14.34498,34.72016,2025,1,233.0,16.771974563598633,2025-01
Phimbi_Health_Centre,OmkxKPS11ej,-15.25075,35.10716,2025,1,719.0,19.970458984375,2025-01
Phirilongwe_Health_Centre,IXMfufQaORA,-14.58847,34.89938,2025,1,728.0,13.215139389038086,2025-01
Phokera_Health_Centre,t0NplMFqDph,-16.62831,35.15663,2025,1,229.0,10.995802879333496,2025-01
Pim_Health_Centre,nCX7iqBMNwM,-15.75309,35.1923,2025,1,182.0,27.651351928710938,2025-01
Pirimiti_Health_Centre,X3O5uAX04Z9,-15.48302,35.45048,2025,1,922.0,24.335180282592773,2025-01
Police_Hospital,QwBJxR5kKa1,-15.39112,35.32685,2025,1,687.0,42.793113708496094,2025-01
Polytechnic_Clinic_,nFIyDVJHSgo,-15.80207,35.02718,2025,1,6.0,26.48463249206543,2025-01
Raiply_Dispensary,uOxLo7wYTRA,-11.91644,33.75598,2025,1,499.0,13.625852584838867,2025-01
Ruarwe_Health_Centre,kKaGzpI0IKd,-11.11377,34.23093,2025,1,63.0,15.48300552368164,2025-01
Rumphi_District_Hospital,ELlvUH7sci2,-11.01993,33.85422,2025,1,854.0,43.420082092285156,2025-01
Sadzi_Health_Centre,BuyHhYha5dP,-15.40882,35.31969,2025,1,1677.0,67.36634063720703,2025-01
Salima_District_Hospital,D4HrpFEtQRq,-13.76214,34.42199,2025,1,1047.0,18.508289337158203,2025-01
Sambakusi_Health_Centre,VQ55OUjplL7,-13.349658,33.983158,2025,1,1518.0,14.115530014038086,2025-01
Sangilo_Health_Centre,r0Elt6wypHg,-10.51609,34.21346,2025,1,121.0,8.215176582336426,2025-01
Sanjika_Clinic,H64Mae6Suyl,-15.79267,34.97288,2025,1,528.0,7.888286113739014,2025-01
Sankhulani_Health_Centre,xhQxgh1GSkX,-16.456861,35.258889,2025,1,772.0,19.042821884155273,2025-01
Santhe_Health_Centre,B1gKsva7Nw4,-13.46712,33.39378,2025,1,1673.0,35.73572540283203,2025-01
Satemwa_Clinic,S0KCNuAkdMR,-16.07641,35.07692,2025,1,222.0,16.62159538269043,2025-01
Senga_Bay_Baptist_Health_Centre,ceJLGDr1eVI,-13.73887,34.59749,2025,1,20.0,19.572721481323242,2025-01
Senzani_Health_Centre,FWZnvXYdJV6,-15.07865,34.85783,2025,1,239.0,13.40746784210205,2025-01
Sharpe_Valley_Health_Centre,Wwu7pZG2KuR,-14.61103,34.7369,2025,1,485.0,24.129043579101562,2025-01
Shifa_Private_Clinic,CMTihDdVodi,-15.78715,35.01045,2025,1,7.0,47.11312484741211,2025-01
Shukran_Health_Clinic,tiuHWFh2hKi,-13.1633149,34.3332745,2025,1,0.0,2.061234951019287,2025-01
Simayiwa_Dispensary,jtid6arDY0M,-13.78623,34.46243,2025,1,2.0,18.322021484375,2025-01
Simlemba_Health_Centre,xcRa7FraazI,-12.74081,33.6764,2025,1,4597.0,6.677200794219971,2025-01
Sinyala_Dispensary,OojoWe533hy,-14.58386,35.57626,2025,1,328.0,18.79145622253418,2025-01
Sister_Teleza_Community_Hospital,QJKJi4blhkg,-14.99902,34.82815,2025,1,221.0,22.943286895751953,2025-01
Soche_Maternity,AiR2MD63tCb,-15.85726,35.02761,2025,1,162.0,19.20417594909668,2025-01
Soche_SDA_Dispensary,nKzxabl3RpR,-15.80918,35.01977,2025,1,5.0,35.54859161376953,2025-01
Social_Islamic_Development_Clinic,blAeMN3Ug8z,-13.756147,34.5577688,2025,1,20.0,1.0,2025-01
Somba_Health_Centre,HrORTH4UNrp,-14.646869,35.538212,2025,1,287.0,26.328168869018555,2025-01
Sorgin_Health_Centre,tWHl2Y9tGSe,-16.54278,35.01159,2025,1,92.0,39.44839096069336,2025-01
South_Lunzu_Health_Centre,OJhXyqgy2Qm,-15.726956,35.05464,2025,1,346.0,58.29204177856445,2025-01
